FaceID,ParticipantID,FirstRating,SecondRating,GroupTrustMean,Feedback,agent_type
1,166,2,6,4,3,Balanced
1,167,4,5,4,1,Balanced
1,168,3,7,4,2,Balanced
1,169,6,3,4,-1,Balanced
1,170,4,5,4,1,Balanced
1,171,6,6,4,-1,Balanced
1,172,6,7,4,-1,Balanced
1,173,4,3,4,1,Balanced
1,174,6,6,4,-1,Balanced
1,175,3,6,4,2,Balanced
1,176,5,5,4,0,Balanced
1,177,7,6,4,-2,Balanced
1,178,5,5,4,0,Balanced
1,179,4,6,4,1,Balanced
1,180,4,2,4,1,Balanced
1,181,7,7,4,-2,Balanced
1,182,3,3,4,2,Balanced
1,183,4,3,4,1,Balanced
1,184,4,3,4,1,Balanced
1,185,5,5,4,0,Balanced
1,186,6,8,4,-1,Balanced
1,187,4,3,4,1,Balanced
1,188,5,1,4,0,Balanced
1,189,5,6,4,0,Balanced
1,190,4,7,4,1,Balanced
1,191,4,7,4,1,Balanced
1,192,4,4,4,1,Balanced
1,193,5,7,4,0,Balanced
1,194,4,3,4,1,Balanced
1,195,7,6,4,-2,Balanced
1,196,4,6,4,1,Balanced
1,197,8,6,4,-3,Balanced
1,198,5,5,4,0,Balanced
1,199,6,3,4,-1,Balanced
1,200,7,6,4,-2,Balanced
1,201,5,5,4,0,Balanced
1,202,5,6,4,0,Balanced
1,203,6,4,4,-1,Balanced
1,204,4,6,4,1,Balanced
1,205,6,4,4,-1,Balanced
1,206,4,2,4,1,Balanced
1,207,5,3,4,0,Balanced
1,208,7,6,4,-2,Balanced
1,209,6,4,4,-1,Balanced
1,210,6,6,4,-1,Balanced
1,211,6,6,4,-1,Balanced
1,212,4,3,4,1,Balanced
1,213,3,4,4,2,Balanced
1,214,3,3,4,2,Balanced
1,215,6,5,4,-1,Balanced
1,216,4,4,4,1,Balanced
1,217,6,3,4,-1,Balanced
1,218,5,5,4,0,Balanced
1,219,4,6,4,1,Balanced
1,220,5,4,4,0,Balanced
1,221,5,4,4,0,Balanced
1,222,5,3,4,0,Balanced
1,223,4,2,4,1,Balanced
1,224,7,8,4,-2,Balanced
1,225,6,2,4,-1,Balanced
1,226,2,6,4,3,Balanced
1,227,5,6,4,0,Balanced
1,228,2,4,4,3,Balanced
1,229,4,6,4,1,Balanced
1,230,5,4,4,0,Balanced
1,231,3,3,4,2,Balanced
1,232,5,5,4,0,Balanced
1,233,3,5,4,2,Balanced
1,234,6,6,4,-1,Balanced
1,235,3,5,4,2,Balanced
1,236,3,2,4,2,Balanced
1,237,3,2,4,2,Balanced
1,238,4,6,4,1,Balanced
1,239,5,5,4,0,Balanced
1,240,4,5,4,1,Balanced
1,241,7,4,4,-2,Balanced
1,242,4,4,4,1,Balanced
1,243,5,6,4,0,Balanced
1,244,6,6,4,-1,Balanced
1,245,4,3,4,1,Balanced
1,246,2,5,4,3,Balanced
1,247,4,3,4,1,Balanced
1,248,4,6,4,1,Balanced
1,249,2,1,4,3,Balanced
1,250,5,3,4,0,Balanced
1,251,5,5,4,0,Balanced
1,252,3,2,4,2,Balanced
1,253,4,5,4,1,Balanced
1,254,6,6,4,-1,Balanced
1,255,5,7,4,0,Balanced
1,256,5,7,4,0,Balanced
1,257,6,6,4,-1,Balanced
1,258,6,6,4,-1,Balanced
1,259,4,8,4,1,Balanced
1,260,3,3,4,2,Balanced
1,261,4,3,4,1,Balanced
1,262,6,5,4,-1,Balanced
1,263,3,4,4,2,Balanced
1,264,5,4,4,0,Balanced
1,265,4,3,4,1,Balanced
1,266,5,4,4,0,Balanced
1,267,4,4,4,1,Balanced
1,268,6,3,4,-1,Balanced
1,269,5,3,4,0,Balanced
1,270,5,5,4,0,Balanced
1,271,6,4,4,-1,Balanced
1,272,6,6,4,-1,Balanced
1,273,5,6,4,0,Balanced
1,274,5,5,4,0,Balanced
1,275,5,7,4,0,Balanced
1,276,5,2,4,0,Balanced
1,277,4,6,4,1,Balanced
1,278,3,4,4,2,Balanced
1,279,7,4,4,-2,Balanced
1,280,5,7,4,0,Balanced
1,281,3,4,4,2,Balanced
1,282,5,5,4,0,Balanced
1,283,3,3,4,2,Balanced
1,284,5,4,4,0,Balanced
1,285,5,5,4,0,Balanced
1,286,3,6,4,2,Balanced
1,287,6,6,4,-1,Balanced
1,288,3,5,4,2,Balanced
1,289,7,6,4,-2,Balanced
1,290,5,4,4,0,Balanced
1,291,4,4,4,1,Balanced
1,292,5,7,4,0,Balanced
1,293,3,5,4,2,Balanced
1,294,5,7,4,0,Balanced
1,295,3,4,4,2,Balanced
1,296,5,7,4,0,Balanced
1,297,6,8,4,-1,Balanced
1,298,3,4,4,2,Balanced
1,299,6,6,4,-1,Balanced
1,300,4,6,4,1,Balanced
1,301,2,2,4,3,Balanced
1,302,5,6,4,0,Balanced
1,303,5,6,4,0,Balanced
1,304,5,6,4,0,Balanced
1,305,5,4,4,0,Balanced
1,306,3,2,4,2,Balanced
1,307,7,7,4,-2,Balanced
1,308,6,5,4,-1,Balanced
1,309,4,4,4,1,Balanced
1,310,3,1,4,2,Balanced
1,311,4,4,4,1,Balanced
1,312,4,6,4,1,Balanced
1,313,5,6,4,0,Balanced
1,314,4,5,4,1,Balanced
1,315,5,6,4,0,Balanced
1,316,5,4,4,0,Balanced
1,317,7,5,4,-2,Balanced
1,318,3,3,4,2,Balanced
1,319,5,4,4,0,Balanced
1,320,3,7,4,2,Balanced
1,321,5,7,4,0,Balanced
1,322,4,4,4,1,Balanced
1,323,6,4,4,-1,Balanced
1,324,4,5,4,1,Balanced
1,325,4,4,4,1,Balanced
1,326,6,7,4,-1,Balanced
1,327,5,3,4,0,Balanced
1,328,7,8,4,-2,Balanced
1,329,4,3,4,1,Balanced
1,330,8,4,4,-3,Balanced
1,331,7,5,4,-2,Balanced
1,332,7,8,4,-2,Balanced
1,333,4,5,4,1,Balanced
1,334,4,5,4,1,Balanced
1,335,5,2,4,0,Balanced
1,336,5,6,4,0,Balanced
1,337,5,3,4,0,Balanced
1,338,6,5,4,-1,Balanced
1,339,4,1,4,1,Balanced
1,340,6,6,4,-1,Balanced
1,341,6,4,4,-1,Balanced
1,342,6,7,4,-1,Balanced
1,343,6,5,4,-1,Balanced
1,344,6,4,4,-1,Balanced
1,345,3,4,4,2,Balanced
1,346,3,2,4,2,Balanced
1,347,3,4,4,2,Balanced
1,348,6,6,4,-1,Balanced
1,349,5,6,4,0,Balanced
1,350,4,4,4,1,Balanced
1,351,5,2,4,0,Balanced
1,352,4,3,4,1,Balanced
1,353,4,5,4,1,Balanced
1,354,4,5,4,1,Balanced
1,355,4,3,4,1,Balanced
1,356,6,8,4,-1,Balanced
1,357,5,7,4,0,Balanced
1,358,5,3,4,0,Balanced
1,359,5,5,4,0,Balanced
1,360,5,4,4,0,Balanced
1,361,4,7,4,1,Balanced
1,362,4,4,4,1,Balanced
1,363,4,6,4,1,Balanced
1,364,7,7,4,-2,Balanced
1,365,2,2,4,3,Balanced
1,366,3,7,4,2,Balanced
1,367,4,5,4,1,Balanced
1,368,6,6,4,-1,Balanced
1,369,5,3,4,0,Balanced
1,370,5,5,4,0,Balanced
1,371,5,5,4,0,Balanced
1,372,6,6,4,-1,Balanced
1,373,3,3,4,2,Balanced
1,374,7,7,4,-2,Balanced
1,375,3,2,4,2,Balanced
1,376,5,5,4,0,Balanced
1,377,1,6,4,3,Balanced
1,378,5,8,4,0,Balanced
1,379,6,8,4,-1,Balanced
1,380,3,5,4,2,Balanced
1,381,7,4,4,-2,Balanced
1,382,5,5,4,0,Balanced
1,383,4,3,4,1,Balanced
1,384,5,6,4,0,Balanced
1,385,4,6,4,1,Balanced
1,386,5,5,4,0,Balanced
1,387,6,6,4,-1,Balanced
1,388,5,6,4,0,Balanced
1,389,4,4,4,1,Balanced
1,390,6,6,4,-1,Balanced
1,391,4,6,4,1,Balanced
1,392,6,6,4,-1,Balanced
1,393,5,7,4,0,Balanced
1,394,6,4,4,-1,Balanced
1,395,6,6,4,-1,Balanced
1,396,3,3,4,2,Balanced
1,397,5,4,4,0,Balanced
1,398,4,4,4,1,Balanced
1,399,6,7,4,-1,Balanced
1,400,5,6,4,0,Balanced
1,401,6,7,4,-1,Balanced
1,402,7,7,4,-2,Balanced
1,403,4,4,4,1,Balanced
1,404,6,8,4,-1,Balanced
1,405,3,6,4,2,Balanced
1,406,4,5,4,1,Balanced
1,407,5,4,4,0,Balanced
1,408,2,3,4,3,Balanced
1,409,4,4,4,1,Balanced
1,410,5,3,4,0,Balanced
1,411,3,3,4,2,Balanced
1,412,5,8,4,0,Balanced
1,413,2,1,4,3,Balanced
1,414,5,4,4,0,Balanced
1,415,3,4,4,2,Balanced
1,416,6,8,4,-1,Balanced
1,417,6,2,4,-1,Balanced
1,418,6,6,4,-1,Balanced
1,419,6,7,4,-1,Balanced
1,420,5,7,4,0,Balanced
1,421,4,7,4,1,Balanced
1,422,4,3,4,1,Balanced
1,423,5,5,4,0,Balanced
1,424,4,5,4,1,Balanced
1,425,4,3,4,1,Balanced
1,426,6,5,4,-1,Balanced
1,427,6,6,4,-1,Balanced
1,428,2,4,4,3,Balanced
1,429,4,2,4,1,Balanced
1,430,4,6,4,1,Balanced
1,431,7,6,4,-2,Balanced
1,432,4,4,4,1,Balanced
1,433,5,3,4,0,Balanced
1,434,7,5,4,-2,Balanced
1,435,4,4,4,1,Balanced
1,436,3,2,4,2,Balanced
1,437,4,3,4,1,Balanced
1,438,6,7,4,-1,Balanced
1,439,4,3,4,1,Balanced
1,440,8,6,4,-3,Balanced
1,441,3,3,4,2,Balanced
1,442,4,6,4,1,Balanced
1,443,5,6,4,0,Balanced
1,444,3,6,4,2,Balanced
1,445,4,5,4,1,Balanced
1,446,7,8,4,-2,Balanced
1,447,5,5,4,0,Balanced
1,448,5,7,4,0,Balanced
1,449,5,3,4,0,Balanced
1,450,5,4,4,0,Balanced
1,451,3,3,4,2,Balanced
1,452,8,7,4,-3,Balanced
1,453,3,3,4,2,Balanced
1,454,4,3,4,1,Balanced
1,455,2,3,4,3,Balanced
1,456,5,6,4,0,Balanced
1,457,4,6,4,1,Balanced
1,458,4,7,4,1,Balanced
1,459,7,6,4,-2,Balanced
1,460,6,5,4,-1,Balanced
1,461,6,3,4,-1,Balanced
1,462,5,6,4,0,Balanced
1,463,7,7,4,-2,Balanced
1,464,3,5,4,2,Balanced
1,465,3,4,4,2,Balanced
1,466,7,8,4,-2,Balanced
1,467,6,6,4,-1,Balanced
1,468,4,6,4,1,Balanced
1,469,4,2,4,1,Balanced
1,470,6,7,4,-1,Balanced
1,471,5,4,4,0,Balanced
1,472,3,3,4,2,Balanced
1,473,5,3,4,0,Balanced
1,474,2,4,4,3,Balanced
1,475,3,6,4,2,Balanced
1,476,6,6,4,-1,Balanced
1,477,4,5,4,1,Balanced
1,478,3,4,4,2,Balanced
1,479,4,3,4,1,Balanced
1,480,4,6,4,1,Balanced
1,481,4,7,4,1,Balanced
1,482,7,5,4,-2,Balanced
1,483,4,7,4,1,Balanced
1,484,3,6,4,2,Balanced
1,485,3,3,4,2,Balanced
1,486,6,5,4,-1,Balanced
1,487,2,7,4,3,Balanced
1,488,4,4,4,1,Balanced
1,489,3,5,4,2,Balanced
1,490,4,6,4,1,Balanced
1,491,5,5,4,0,Balanced
1,492,6,5,4,-1,Balanced
1,493,3,4,4,2,Balanced
1,494,7,8,4,-2,Balanced
1,495,6,5,4,-1,Balanced
1,496,3,2,4,2,Balanced
1,497,4,4,4,1,Balanced
1,498,3,5,4,2,Balanced
1,499,6,4,4,-1,Balanced
1,500,4,4,4,1,Balanced
1,501,4,6,4,1,Balanced
1,502,5,4,4,0,Balanced
1,503,3,4,4,2,Balanced
1,504,5,6,4,0,Balanced
1,505,5,7,4,0,Balanced
1,506,4,5,4,1,Balanced
1,507,5,7,4,0,Balanced
1,508,4,5,4,1,Balanced
1,509,2,4,4,3,Balanced
1,510,6,5,4,-1,Balanced
1,511,4,4,4,1,Balanced
1,512,3,2,4,2,Balanced
1,513,6,7,4,-1,Balanced
1,514,3,3,4,2,Balanced
1,515,5,5,4,0,Balanced
1,516,5,5,4,0,Balanced
1,517,5,6,4,0,Balanced
1,518,6,6,4,-1,Balanced
1,519,6,4,4,-1,Balanced
1,520,4,3,4,1,Balanced
1,521,4,4,4,1,Balanced
1,522,3,3,4,2,Balanced
1,523,1,4,4,3,Balanced
1,524,4,6,4,1,Balanced
1,525,4,4,4,1,Balanced
1,526,4,3,4,1,Balanced
1,527,7,8,4,-2,Balanced
1,528,8,5,4,-3,Balanced
1,529,3,3,4,2,Balanced
1,530,5,4,4,0,Balanced
1,531,5,5,4,0,Balanced
1,532,4,5,4,1,Balanced
1,533,5,4,4,0,Balanced
1,534,2,5,4,3,Balanced
1,535,4,2,4,1,Balanced
1,536,6,2,4,-1,Balanced
1,537,6,6,4,-1,Balanced
1,538,3,3,4,2,Balanced
1,539,3,5,4,2,Balanced
1,540,4,5,4,1,Balanced
1,541,3,5,4,2,Balanced
1,542,3,4,4,2,Balanced
1,543,5,6,4,0,Balanced
1,544,5,4,4,0,Balanced
1,545,4,4,4,1,Balanced
1,546,2,3,4,3,Balanced
1,547,5,5,4,0,Balanced
1,548,5,2,4,0,Balanced
1,549,3,3,4,2,Balanced
1,550,6,4,4,-1,Balanced
1,551,2,6,4,3,Balanced
1,552,5,6,4,0,Balanced
1,553,6,4,4,-1,Balanced
1,554,3,7,4,2,Balanced
1,555,5,5,4,0,Balanced
1,556,5,4,4,0,Balanced
1,557,7,3,4,-2,Balanced
1,558,4,5,4,1,Balanced
1,559,6,5,4,-1,Balanced
1,560,5,5,4,0,Balanced
1,561,7,6,4,-2,Balanced
1,562,5,6,4,0,Balanced
1,563,3,6,4,2,Balanced
1,564,3,4,4,2,Balanced
1,565,2,3,4,3,Balanced
1,566,5,5,4,0,Balanced
1,567,6,5,4,-1,Balanced
1,568,6,6,4,-1,Balanced
1,569,5,4,4,0,Balanced
1,570,7,6,4,-2,Balanced
1,571,6,6,4,-1,Balanced
1,572,6,3,4,-1,Balanced
1,573,4,3,4,1,Balanced
1,574,5,2,4,0,Balanced
1,575,7,5,4,-2,Balanced
1,576,4,4,4,1,Balanced
1,577,3,7,4,2,Balanced
1,578,4,5,4,1,Balanced
1,579,5,6,4,0,Balanced
1,580,6,3,4,-1,Balanced
1,581,6,7,4,-1,Balanced
1,582,8,7,4,-3,Balanced
1,583,4,3,4,1,Balanced
1,584,5,4,4,0,Balanced
1,585,6,8,4,-1,Balanced
1,586,4,4,4,1,Balanced
1,587,6,6,4,-1,Balanced
1,588,8,5,4,-3,Balanced
1,589,3,5,4,2,Balanced
1,590,4,4,4,1,Balanced
1,591,7,7,4,-2,Balanced
1,592,5,5,4,0,Balanced
1,593,6,5,4,-1,Balanced
1,594,2,2,4,3,Balanced
1,595,3,5,4,2,Balanced
1,596,6,7,4,-1,Balanced
1,597,5,7,4,0,Balanced
1,598,4,6,4,1,Balanced
1,599,5,4,4,0,Balanced
1,600,4,3,4,1,Balanced
1,601,4,6,4,1,Balanced
1,602,5,2,4,0,Balanced
1,603,3,7,4,2,Balanced
1,604,4,2,4,1,Balanced
1,605,5,6,4,0,Balanced
1,606,4,5,4,1,Balanced
1,607,3,4,4,2,Balanced
1,608,7,7,4,-2,Balanced
1,609,8,4,4,-3,Balanced
1,610,5,4,4,0,Balanced
1,611,4,4,4,1,Balanced
1,612,3,6,4,2,Balanced
1,613,6,3,4,-1,Balanced
1,614,5,4,4,0,Balanced
1,615,3,5,4,2,Balanced
1,616,4,6,4,1,Balanced
1,617,5,6,4,0,Balanced
1,618,7,7,4,-2,Balanced
1,619,3,4,4,2,Balanced
1,620,7,4,4,-2,Balanced
1,621,4,3,4,1,Balanced
1,622,6,6,4,-1,Balanced
1,623,4,4,4,1,Balanced
1,624,7,5,4,-2,Balanced
1,625,5,4,4,0,Balanced
1,626,7,5,4,-2,Balanced
1,627,5,4,4,0,Balanced
1,628,6,6,4,-1,Balanced
1,629,6,8,4,-1,Balanced
1,630,5,3,4,0,Balanced
1,631,2,4,4,3,Balanced
1,632,3,5,4,2,Balanced
1,633,6,7,4,-1,Balanced
1,634,3,2,4,2,Balanced
1,635,6,7,4,-1,Balanced
1,636,5,6,4,0,Balanced
1,637,6,4,4,-1,Balanced
1,638,6,7,4,-1,Balanced
1,639,5,4,4,0,Balanced
1,640,6,7,4,-1,Balanced
1,641,6,7,4,-1,Balanced
1,642,4,6,4,1,Balanced
1,643,5,7,4,0,Balanced
1,644,5,4,4,0,Balanced
1,645,5,3,4,0,Balanced
1,646,6,6,4,-1,Balanced
1,647,5,6,4,0,Balanced
1,648,3,5,4,2,Balanced
1,649,6,6,4,-1,Balanced
1,650,8,3,4,-3,Balanced
1,651,3,2,4,2,Balanced
1,652,4,4,4,1,Balanced
1,653,4,7,4,1,Balanced
1,654,5,4,4,0,Balanced
1,655,3,5,4,2,Balanced
1,656,4,4,4,1,Balanced
1,657,4,3,4,1,Balanced
1,658,4,6,4,1,Balanced
1,659,5,3,4,0,Balanced
1,660,3,2,4,2,Balanced
1,661,6,6,4,-1,Balanced
1,662,5,4,4,0,Balanced
1,663,4,5,4,1,Balanced
1,664,4,7,4,1,Balanced
1,665,3,5,4,2,Balanced
1,666,3,2,4,2,Balanced
1,667,5,5,4,0,Balanced
1,668,2,2,4,3,Balanced
1,669,7,5,4,-2,Balanced
1,670,5,5,4,0,Balanced
1,671,4,8,4,1,Balanced
1,672,4,7,4,1,Balanced
1,673,5,4,4,0,Balanced
1,674,7,6,4,-2,Balanced
1,675,5,8,4,0,Balanced
1,676,5,7,4,0,Balanced
1,677,5,4,4,0,Balanced
1,678,6,4,4,-1,Balanced
1,679,6,7,4,-1,Balanced
1,680,4,6,4,1,Balanced
1,681,6,4,4,-1,Balanced
1,682,5,2,4,0,Balanced
1,683,3,4,4,2,Balanced
1,684,5,6,4,0,Balanced
1,685,6,6,4,-1,Balanced
1,686,5,5,4,0,Balanced
1,687,4,5,4,1,Balanced
1,688,4,1,4,1,Balanced
1,689,3,2,4,2,Balanced
1,690,3,7,4,2,Balanced
1,691,2,1,4,3,Balanced
1,692,4,4,4,1,Balanced
1,693,4,3,4,1,Balanced
1,694,5,5,4,0,Balanced
1,695,6,5,4,-1,Balanced
1,696,8,7,4,-3,Balanced
1,697,4,5,4,1,Balanced
1,698,2,6,4,3,Balanced
1,699,4,3,4,1,Balanced
1,700,7,7,4,-2,Balanced
1,701,7,6,4,-2,Balanced
1,702,5,8,4,0,Balanced
1,703,4,4,4,1,Balanced
1,704,5,5,4,0,Balanced
1,705,6,4,4,-1,Balanced
1,706,6,5,4,-1,Balanced
1,707,5,5,4,0,Balanced
1,708,4,7,4,1,Balanced
1,709,5,5,4,0,Balanced
1,710,4,4,4,1,Balanced
1,711,2,2,4,3,Balanced
1,712,6,6,4,-1,Balanced
1,713,6,7,4,-1,Balanced
1,714,5,5,4,0,Balanced
1,715,3,5,4,2,Balanced
1,716,4,6,4,1,Balanced
1,717,5,6,4,0,Balanced
1,718,5,5,4,0,Balanced
1,719,5,8,4,0,Balanced
1,720,5,7,4,0,Balanced
1,721,4,3,4,1,Balanced
1,722,5,3,4,0,Balanced
1,723,6,6,4,-1,Balanced
1,724,6,7,4,-1,Balanced
1,725,6,2,4,-1,Balanced
1,726,5,4,4,0,Balanced
1,727,5,1,4,0,Balanced
1,728,2,2,4,3,Balanced
1,729,3,3,4,2,Balanced
1,730,6,8,4,-1,Balanced
1,731,3,2,4,2,Balanced
1,732,3,6,4,2,Balanced
1,733,4,4,4,1,Balanced
1,734,5,6,4,0,Balanced
1,735,6,4,4,-1,Balanced
1,736,4,4,4,1,Balanced
1,737,6,3,4,-1,Balanced
1,738,6,7,4,-1,Balanced
1,739,3,4,4,2,Balanced
1,740,4,5,4,1,Balanced
1,741,5,7,4,0,Balanced
1,742,5,5,4,0,Balanced
1,743,5,3,4,0,Balanced
1,744,3,7,4,2,Balanced
1,745,3,5,4,2,Balanced
1,746,4,5,4,1,Balanced
1,747,5,7,4,0,Balanced
1,748,4,1,4,1,Balanced
1,749,4,2,4,1,Balanced
1,750,8,6,4,-3,Balanced
1,751,5,5,4,0,Balanced
1,752,5,5,4,0,Balanced
1,753,6,8,4,-1,Balanced
1,754,5,6,4,0,Balanced
1,755,6,7,4,-1,Balanced
1,756,4,6,4,1,Balanced
1,757,4,5,4,1,Balanced
1,758,4,3,4,1,Balanced
1,759,6,5,4,-1,Balanced
1,760,7,7,4,-2,Balanced
1,761,5,3,4,0,Balanced
1,762,5,3,4,0,Balanced
1,763,6,5,4,-1,Balanced
1,764,2,2,4,3,Balanced
1,765,4,5,4,1,Balanced
1,766,7,7,4,-2,Balanced
1,767,3,1,4,2,Balanced
1,768,5,6,4,0,Balanced
1,769,6,5,4,-1,Balanced
1,770,4,5,4,1,Balanced
1,771,3,7,4,2,Balanced
1,772,6,6,4,-1,Balanced
1,773,7,8,4,-2,Balanced
1,774,3,2,4,2,Balanced
1,775,6,4,4,-1,Balanced
1,776,3,6,4,2,Balanced
1,777,5,7,4,0,Balanced
1,778,5,4,4,0,Balanced
1,779,5,2,4,0,Balanced
1,780,3,2,4,2,Balanced
1,781,3,6,4,2,Balanced
1,782,4,6,4,1,Balanced
1,783,5,3,4,0,Balanced
1,784,4,6,4,1,Balanced
1,785,6,5,4,-1,Balanced
1,786,5,2,4,0,Balanced
1,787,6,5,4,-1,Balanced
1,788,5,4,4,0,Balanced
1,789,6,4,4,-1,Balanced
1,790,7,8,4,-2,Balanced
1,791,5,5,4,0,Balanced
1,792,6,3,4,-1,Balanced
1,793,4,4,4,1,Balanced
1,794,2,4,4,3,Balanced
1,795,5,8,4,0,Balanced
1,796,2,2,4,3,Balanced
1,797,3,3,4,2,Balanced
1,798,4,2,4,1,Balanced
1,799,5,6,4,0,Balanced
1,800,3,5,4,2,Balanced
1,801,7,8,4,-2,Balanced
1,802,7,6,4,-2,Balanced
1,803,7,8,4,-2,Balanced
1,804,4,5,4,1,Balanced
1,805,5,5,4,0,Balanced
