FaceID,ParticipantID,FirstRating,SecondRating,Feedback,GroupMean
4,73,4,4,0,4.25
4,74,4,3,0,4.25
4,75,3,3,1,4.24
4,76,5,4,-1,4.23
4,77,5,5,-1,4.24
4,78,4,4,0,4.25
4,79,2,3,2,4.24
4,80,4,4,0,4.22
4,81,3,5,1,4.21
4,82,4,4,0,4.2
4,83,5,4,-1,4.2
4,84,3,4,1,4.2
4,85,6,5,-2,4.19
4,86,5,4,-1,4.21
4,87,5,4,-1,4.22
4,88,7,5,-3,4.23
4,89,2,4,2,4.26
4,90,4,5,0,4.24
4,91,5,4,-1,4.23
4,92,2,3,2,4.24
4,93,4,5,0,4.22
4,94,2,4,2,4.22
4,95,3,5,1,4.19
4,96,3,4,1,4.18
4,97,3,4,1,4.17
4,98,6,6,-2,4.15
4,99,5,5,-1,4.17
4,100,6,5,-2,4.18
5,1,5,5,0,5
5,2,4,5,1,5
5,3,5,5,-0,4.5
5,4,3,4,2,4.67
5,5,3,4,1,4.25
5,6,3,4,1,4
5,7,3,5,1,3.83
5,8,5,4,-1,3.71
5,9,4,4,-0,3.88
5,10,5,4,-1,3.89
5,11,3,3,1,4
5,12,5,5,-1,3.91
5,13,5,4,-1,4
5,14,5,4,-1,4.08
5,15,5,4,-1,4.14
5,16,7,4,-3,4.2
5,17,4,3,0,4.38
5,18,5,5,-1,4.35
5,19,6,4,-2,4.39
5,20,5,5,-1,4.47
5,21,4,4,0,4.5
5,22,4,5,0,4.48
5,23,5,5,-1,4.45
5,24,4,4,0,4.48
5,25,7,5,-3,4.46
5,26,4,4,1,4.56
5,27,4,4,1,4.54
5,28,4,4,1,4.52
5,29,3,4,2,4.5
5,30,4,5,0,4.45
5,31,5,4,-1,4.43
5,32,2,3,2,4.45
5,33,4,4,0,4.38
5,34,3,5,1,4.36
5,35,4,4,0,4.32
5,36,4,4,0,4.31
5,37,4,4,0,4.31
5,38,5,4,-1,4.3
5,39,4,4,0,4.32
5,40,2,4,2,4.31
5,41,5,6,-1,4.25
5,42,4,4,0,4.27
5,43,4,4,0,4.26
5,44,2,3,2,4.26
5,45,4,4,0,4.2
5,46,4,3,0,4.2
5,47,2,3,2,4.2
5,48,5,4,-1,4.15
5,49,3,4,1,4.17
5,50,4,4,0,4.14
5,51,7,4,-3,4.14
5,52,4,4,0,4.2
5,53,6,4,-2,4.19
5,54,4,5,0,4.23
5,55,3,5,1,4.22
5,56,5,4,-1,4.2
5,57,5,4,-1,4.21
5,58,5,4,-1,4.23
5,59,5,4,-1,4.24
5,60,4,4,0,4.25
5,61,3,3,1,4.25
5,62,4,4,0,4.23
5,63,1,4,3,4.23
5,64,4,5,0,4.17
5,65,5,4,-1,4.17
5,66,8,7,-3,4.18
5,67,3,4,1,4.24
5,68,4,4,0,4.22
5,69,4,4,0,4.22
5,70,4,5,0,4.22
5,71,4,4,0,4.21
5,72,6,5,-2,4.21
5,73,2,4,2,4.24
5,74,6,5,-2,4.21
5,75,5,5,-1,4.23
5,76,3,4,1,4.24
5,77,3,4,1,4.22
5,78,5,4,-1,4.21
5,79,4,4,0,4.22
5,80,4,5,0,4.22
5,81,3,4,1,4.21
5,82,4,4,0,4.2
5,83,5,4,-1,4.2
5,84,3,4,1,4.2
5,85,6,5,-2,4.19
5,86,5,4,-1,4.21
5,87,5,4,-1,4.22
5,88,6,5,-2,4.23
5,89,3,4,1,4.25
5,90,5,5,-1,4.24
5,91,6,4,-2,4.24
5,92,5,5,-1,4.26
5,93,4,4,0,4.27
5,94,3,4,1,4.27
5,95,4,5,0,4.26
5,96,5,4,-1,4.25
5,97,3,4,1,4.26
5,98,5,4,-1,4.25
5,99,5,4,-1,4.26
5,100,4,4,0,4.26
6,1,8,8,0,8
6,2,6,7,2,8
6,3,7,6,0,7
6,4,5,7,2,7
6,5,6,6,0,6.5
6,6,8,6,-2,6.4
6,7,7,7,-0,6.67
6,8,5,7,2,6.71
6,9,7,7,-0,6.5
6,10,7,7,-0,6.56
6,11,7,7,-0,6.6
6,12,5,6,2,6.64
6,13,6,6,0,6.5
6,14,5,6,1,6.46
6,15,4,6,2,6.36
6,16,5,6,1,6.2
6,17,8,6,-2,6.12
6,18,7,7,-1,6.24
6,19,6,6,0,6.28
6,20,8,6,-2,6.26
6,21,5,5,1,6.35
6,22,8,7,-2,6.29
6,23,5,8,1,6.36
6,24,6,6,0,6.3
6,25,6,5,0,6.29
6,26,7,6,-1,6.28
6,27,7,6,-1,6.31
6,28,5,6,1,6.33
6,29,5,7,1,6.29
6,30,8,7,-2,6.24
6,31,6,6,0,6.3
6,32,6,6,0,6.29
6,33,6,6,0,6.28
6,34,5,7,1,6.27
6,35,5,6,1,6.24
6,36,6,6,0,6.2
6,37,7,6,-1,6.19
6,38,8,7,-2,6.22
6,39,6,6,0,6.26
6,40,5,6,1,6.26
6,41,7,6,-1,6.22
6,42,6,6,0,6.24
6,43,5,5,1,6.24
6,44,6,7,0,6.21
6,45,5,7,1,6.2
6,46,7,7,-1,6.18
6,47,5,6,1,6.2
6,48,6,7,0,6.17
6,49,5,6,1,6.17
6,50,4,5,2,6.14
6,51,6,6,0,6.1
6,52,6,6,0,6.1
6,53,7,7,-1,6.1
6,54,5,6,1,6.11
6,55,8,5,-2,6.09
6,56,6,7,0,6.13
6,57,8,7,-2,6.12
6,58,5,6,1,6.16
6,59,5,7,1,6.14
6,60,5,6,1,6.12
6,61,7,6,-1,6.1
6,62,7,6,-1,6.11
6,63,7,7,-1,6.13
6,64,5,6,1,6.14
6,65,5,6,1,6.12
6,66,6,6,0,6.11
6,67,6,5,0,6.11
6,68,6,6,0,6.1
6,69,3,5,3,6.1
6,70,5,5,1,6.06
6,71,7,6,-1,6.04
6,72,3,5,3,6.06
6,73,6,6,0,6.01
6,74,5,6,1,6.01
6,75,7,6,-1,6
6,76,5,7,1,6.01
6,77,6,5,0,6
6,78,6,5,0,6
6,79,6,6,0,6
6,80,7,7,-1,6
6,81,5,6,1,6.01
6,82,8,6,-2,6
6,83,5,6,1,6.02
6,84,6,6,0,6.01
6,85,8,7,-2,6.01
6,86,7,7,-1,6.04
6,87,7,6,-1,6.05
6,88,8,6,-2,6.06
6,89,5,6,1,6.08
6,90,6,6,0,6.07
6,91,7,7,-1,6.07
6,92,6,6,0,6.08
6,93,6,7,0,6.08
6,94,7,7,-1,6.08
6,95,6,7,0,6.09
6,96,7,7,-1,6.08
6,97,7,6,-1,6.09
6,98,6,6,0,6.1
6,99,6,7,0,6.1
6,100,6,6,0,6.1
7,1,4,4,0,4
7,2,4,3,0,4
7,3,3,4,1,4
7,4,4,3,-0,3.67
7,5,2,3,2,3.75
7,6,5,5,-2,3.4
7,7,5,5,-1,3.67
7,8,5,4,-1,3.86
7,9,5,4,-1,4
7,10,4,5,0,4.11
7,11,4,4,0,4.1
7,12,3,4,1,4.09
7,13,5,5,-1,4
7,14,3,4,1,4.08
7,15,3,4,1,4
7,16,6,4,-2,3.93
7,17,5,4,-1,4.06
7,18,4,4,0,4.12
7,19,4,3,0,4.11
7,20,6,5,-2,4.11
7,21,4,3,0,4.2
7,22,7,7,-3,4.19
7,23,5,5,-1,4.32
7,24,6,4,-2,4.35
7,25,4,3,0,4.42
7,26,4,5,0,4.4
7,27,4,4,0,4.38
7,28,4,3,0,4.37
7,29,6,4,-2,4.36
7,30,4,4,0,4.41
7,31,4,5,0,4.4
7,32,4,4,0,4.39
7,33,3,4,1,4.38
7,34,3,4,1,4.33
7,35,4,4,0,4.29
7,36,4,3,0,4.29
7,37,4,5,0,4.28
7,38,6,6,-2,4.27
7,39,5,4,-1,4.32
7,40,4,4,0,4.33
7,41,7,5,-3,4.32
7,42,6,5,-2,4.39
7,43,3,4,1,4.43
7,44,6,5,-2,4.4
7,45,5,5,-1,4.43
7,46,4,4,0,4.44
7,47,6,4,-2,4.43
7,48,3,4,1,4.47
7,49,3,4,1,4.44
7,50,3,4,1,4.41
7,51,5,5,-1,4.38
7,52,5,5,-1,4.39
7,53,5,4,-1,4.4
7,54,4,4,0,4.42
7,55,5,4,-1,4.41
7,56,4,4,0,4.42
7,57,6,5,-2,4.41
7,58,5,4,-1,4.44
7,59,5,5,-1,4.45
7,60,5,4,-1,4.46
7,61,3,4,1,4.47
7,62,5,4,-1,4.44
7,63,5,5,-1,4.45
7,64,5,5,-1,4.46
7,65,3,4,1,4.47
7,66,5,5,-1,4.45
7,67,3,4,1,4.45
7,68,5,5,-1,4.43
7,69,5,5,-1,4.44
7,70,6,5,-2,4.45
7,71,4,5,0,4.47
7,72,5,5,-1,4.46
7,73,4,5,0,4.47
7,74,5,5,-1,4.47
7,75,4,4,0,4.47
7,76,5,4,-1,4.47
7,77,5,5,-1,4.47
7,78,1,4,3,4.48
7,79,2,4,2,4.44
7,80,4,4,0,4.41
7,81,5,5,-1,4.4
7,82,4,5,0,4.41
7,83,5,4,-1,4.4
7,84,2,3,2,4.41
7,85,5,5,-1,4.38
7,86,7,5,-3,4.39
7,87,6,5,-2,4.42
7,88,4,5,0,4.44
7,89,6,6,-2,4.43
7,90,5,5,-1,4.45
7,91,4,5,0,4.46
7,92,5,5,-1,4.45
7,93,5,4,-1,4.46
7,94,4,5,0,4.46
7,95,5,4,-1,4.46
7,96,4,4,0,4.46
7,97,3,4,1,4.46
7,98,2,3,2,4.44
7,99,6,5,-2,4.42
7,100,2,4,2,4.43
8,1,4,4,0,4
8,2,3,4,1,4
8,3,2,3,2,3.5
8,4,2,3,1,3
8,5,5,4,-2,2.75
8,6,3,3,0,3.2
8,7,2,4,1,3.17
8,8,1,3,2,3
8,9,4,4,-1,2.75
8,10,4,3,-1,2.89
8,11,1,2,2,3
8,12,1,3,2,2.82
8,13,4,4,-1,2.67
8,14,3,2,-0,2.77
8,15,4,4,-1,2.79
8,16,2,2,1,2.87
8,17,3,3,-0,2.81
8,18,2,3,1,2.82
8,19,2,3,1,2.78
8,20,2,2,1,2.74
8,21,3,3,-0,2.7
8,22,2,2,1,2.71
8,23,2,3,1,2.68
8,24,4,2,-1,2.65
8,25,2,3,1,2.71
8,26,5,3,-2,2.68
8,27,2,2,1,2.77
8,28,3,3,-0,2.74
8,29,2,3,1,2.75
8,30,3,3,-0,2.72
8,31,4,3,-1,2.73
8,32,2,3,1,2.77
8,33,3,4,-0,2.75
8,34,2,3,1,2.76
8,35,1,2,2,2.74
8,36,2,2,1,2.69
8,37,1,3,2,2.67
8,38,4,2,-1,2.62
8,39,3,2,-0,2.66
8,40,1,3,2,2.67
8,41,2,3,1,2.62
8,42,3,3,-0,2.61
8,43,2,2,1,2.62
8,44,4,3,-1,2.6
8,45,2,3,1,2.64
8,46,4,3,-1,2.62
8,47,2,2,1,2.65
8,48,1,3,2,2.64
8,49,3,3,-0,2.6
8,50,2,2,1,2.61
8,51,1,3,2,2.6
8,52,1,2,2,2.57
8,53,2,3,1,2.54
8,54,2,2,1,2.53
8,55,5,3,-2,2.52
8,56,0,2,3,2.56
8,57,2,2,1,2.52
8,58,3,3,-0,2.51
8,59,2,3,1,2.52
8,60,0,2,3,2.51
8,61,2,3,0,2.47
8,62,2,2,0,2.46
8,63,0,2,2,2.45
8,64,5,4,-3,2.41
8,65,4,3,-2,2.45
8,66,4,3,-2,2.48
8,67,3,2,-0,2.5
8,68,2,2,1,2.51
8,69,2,3,0,2.5
8,70,4,3,-2,2.49
8,71,2,4,1,2.51
8,72,3,3,-0,2.51
8,73,2,2,1,2.51
8,74,3,3,-0,2.51
8,75,2,3,1,2.51
8,76,0,2,3,2.51
8,77,1,3,1,2.47
8,78,2,2,0,2.45
8,79,4,3,-2,2.45
8,80,1,2,1,2.47
8,81,1,2,1,2.45
8,82,4,4,-2,2.43
8,83,4,3,-2,2.45
8,84,0,1,2,2.47
8,85,4,3,-2,2.44
8,86,0,2,2,2.46
8,87,4,3,-2,2.43
8,88,1,1,1,2.45
8,89,1,2,1,2.43
8,90,4,2,-2,2.42
8,91,4,3,-2,2.43
8,92,3,2,-1,2.45
8,93,2,2,0,2.46
8,94,4,3,-2,2.45
8,95,3,3,-1,2.47
8,96,2,3,0,2.47
8,97,2,2,0,2.47
8,98,4,4,-2,2.46
8,99,4,3,-2,2.48
8,100,2,3,0,2.49
9,1,4,4,0,4
9,2,3,4,1,4
9,3,2,3,2,3.5
9,4,2,2,1,3
9,5,2,3,1,2.75
9,6,4,2,-1,2.6
9,7,2,4,1,2.83
9,8,3,3,-0,2.71
9,9,3,3,-0,2.75
9,10,3,3,-0,2.78
9,11,3,3,-0,2.8
9,12,0,3,3,2.82
9,13,5,3,-2,2.58
9,14,3,4,-0,2.77
9,15,4,4,-1,2.79
9,16,2,4,1,2.87
9,17,2,3,1,2.81
9,18,3,3,-0,2.76
9,19,3,2,-0,2.78
9,20,5,3,-2,2.79
9,21,3,3,-0,2.9
9,22,3,2,-0,2.9
9,23,3,2,-0,2.91
9,24,1,2,2,2.91
9,25,2,3,1,2.83
9,26,5,3,-2,2.8
9,27,4,4,-1,2.88
9,28,2,3,1,2.93
9,29,4,3,-1,2.89
9,30,3,3,-0,2.93
9,31,3,3,-0,2.93
9,32,3,4,-0,2.94
9,33,4,3,-1,2.94
9,34,2,3,1,2.97
9,35,5,4,-2,2.94
9,36,2,3,1,3
9,37,3,2,-0,2.97
9,38,4,4,-1,2.97
9,39,4,3,-1,3
9,40,2,3,1,3.03
9,41,2,2,1,3
9,42,3,3,-0,2.98
9,43,6,3,-3,2.98
9,44,3,3,0,3.05
9,45,4,3,-1,3.05
9,46,2,3,1,3.07
9,47,6,4,-3,3.04
9,48,1,3,2,3.11
9,49,4,3,-1,3.06
9,50,3,3,0,3.08
9,51,3,3,0,3.08
9,52,4,3,-1,3.08
9,53,3,4,0,3.1
9,54,4,4,-1,3.09
9,55,2,3,1,3.11
9,56,4,3,-1,3.09
9,57,5,3,-2,3.11
9,58,3,3,0,3.14
9,59,3,3,0,3.14
9,60,4,3,-1,3.14
9,61,2,3,1,3.15
9,62,3,4,0,3.13
9,63,5,4,-2,3.13
9,64,4,3,-1,3.16
9,65,3,2,0,3.17
9,66,4,3,-1,3.17
9,67,4,3,-1,3.18
9,68,2,3,1,3.19
9,69,3,4,0,3.18
9,70,3,3,0,3.17
9,71,2,4,1,3.17
9,72,3,3,0,3.15
9,73,4,4,-1,3.15
9,74,2,4,1,3.16
9,75,3,4,0,3.15
9,76,3,3,0,3.15
9,77,1,2,2,3.14
9,78,3,4,0,3.12
9,79,1,3,2,3.12
9,80,5,3,-2,3.09
9,81,4,3,-1,3.11
9,82,3,4,0,3.12
9,83,4,3,-1,3.12
9,84,3,3,0,3.13
9,85,4,3,-1,3.13
9,86,0,3,3,3.14
9,87,6,4,-3,3.1
9,88,4,3,-1,3.14
9,89,5,4,-2,3.15
9,90,3,2,0,3.17
9,91,4,3,-1,3.17
9,92,1,3,2,3.18
9,93,3,4,0,3.15
9,94,2,3,1,3.15
9,95,5,4,-2,3.14
9,96,5,4,-2,3.16
9,97,3,3,0,3.18
9,98,4,4,-1,3.18
9,99,6,3,-3,3.18
9,100,4,4,-1,3.21
10,1,3,2,0,3
10,2,4,3,-1,3
10,3,4,4,-0,3.5
10,4,5,3,-1,3.67
10,5,5,4,-1,4
10,6,2,4,2,4.2
10,7,5,4,-1,3.83
10,8,4,4,0,4
10,9,3,4,1,4
10,10,3,4,1,3.89
10,11,5,4,-1,3.8
10,12,3,5,1,3.91
10,13,3,2,1,3.83
10,14,4,3,-0,3.77
10,15,2,4,2,3.79
10,16,6,4,-2,3.67
10,17,5,4,-1,3.81
10,18,4,5,-0,3.88
10,19,4,3,-0,3.89
10,20,3,4,1,3.89
10,21,1,4,3,3.85
10,22,2,3,2,3.71
10,23,3,4,1,3.64
10,24,4,4,-0,3.61
10,25,4,3,-0,3.62
10,26,3,4,1,3.64
10,27,4,3,-0,3.62
10,28,4,3,-0,3.63
10,29,3,4,1,3.64
10,30,1,2,3,3.62
10,31,5,3,-1,3.53
10,32,5,4,-1,3.58
10,33,4,4,-0,3.62
10,34,3,3,1,3.64
10,35,3,5,1,3.62
10,36,4,4,-0,3.6
10,37,3,3,1,3.61
10,38,5,4,-1,3.59
10,39,3,4,1,3.63
10,40,3,4,1,3.62
10,41,2,4,2,3.6
10,42,3,4,1,3.56
10,43,1,3,3,3.55
10,44,5,3,-2,3.49
10,45,3,3,1,3.52
10,46,5,4,-1,3.51
10,47,3,4,1,3.54
10,48,2,4,2,3.53
10,49,4,3,-0,3.5
10,50,3,4,1,3.51
10,51,4,4,-0,3.5
10,52,3,3,1,3.51
10,53,5,4,-2,3.5
10,54,4,5,-0,3.53
10,55,3,4,1,3.54
10,56,2,4,2,3.53
10,57,4,3,-0,3.5
10,58,2,3,2,3.51
10,59,4,4,-1,3.48
10,60,4,3,-1,3.49
10,61,3,3,0,3.5
10,62,3,4,0,3.49
10,63,4,3,-1,3.48
10,64,1,3,2,3.49
10,65,6,4,-3,3.45
10,66,2,3,1,3.49
10,67,4,4,-1,3.47
10,68,3,4,0,3.48
10,69,2,3,1,3.47
10,70,3,4,0,3.45
10,71,4,4,-1,3.44
