FaceID,ParticipantID,FirstRating,SecondRating,Feedback,GroupMean
4,16,5,5,-1,3.93
4,17,5,5,-1,4
4,18,5,5,-1,4.06
4,19,4,3,0,4.11
4,20,4,4,0,4.11
4,21,4,3,0,4.1
4,22,4,4,0,4.1
4,23,4,4,0,4.09
4,24,6,4,-2,4.09
4,25,3,4,1,4.17
4,26,4,4,0,4.12
4,27,3,4,1,4.12
4,28,4,3,0,4.07
4,29,3,4,1,4.07
4,30,3,4,1,4.03
4,31,5,4,-1,4
4,32,4,4,0,4.03
4,33,5,4,-1,4.03
4,34,3,3,1,4.06
4,35,5,6,-1,4.03
4,36,5,5,-1,4.06
4,37,2,2,2,4.08
4,38,3,4,1,4.03
4,39,3,4,1,4
4,40,4,3,-0,3.97
4,41,4,3,-0,3.98
4,42,4,5,-0,3.98
4,43,3,4,1,3.98
4,44,3,3,1,3.95
4,45,4,4,-0,3.93
4,46,7,5,-3,3.93
4,47,4,5,0,4
4,48,4,4,0,4
4,49,5,4,-1,4
4,50,5,5,-1,4.02
4,51,4,4,0,4.04
4,52,3,3,1,4.04
4,53,3,3,1,4.02
4,54,5,5,-1,4
4,55,3,3,1,4.02
4,56,2,3,2,4
4,57,5,4,-1,3.96
4,58,4,4,-0,3.98
4,59,2,3,2,3.98
4,60,2,2,2,3.95
4,61,4,4,-0,3.92
4,62,4,4,-0,3.92
4,63,4,4,-0,3.92
4,64,3,3,1,3.92
4,65,4,3,-0,3.91
4,66,5,4,-1,3.91
4,67,5,4,-1,3.92
4,68,6,5,-2,3.94
4,69,4,3,-0,3.97
4,70,4,5,-0,3.97
4,71,6,4,-2,3.97
4,72,4,4,0,4
4,73,6,5,-2,4
4,74,6,5,-2,4.03
4,75,3,4,1,4.05
4,76,3,4,1,4.04
4,77,4,4,0,4.03
4,78,6,5,-2,4.03
4,79,7,6,-3,4.05
4,80,4,4,0,4.09
4,81,2,2,2,4.09
4,82,4,4,0,4.06
4,83,3,4,1,4.06
4,84,3,3,1,4.05
4,85,3,4,1,4.04
4,86,4,5,0,4.02
4,87,4,5,0,4.02
4,88,4,3,0,4.02
4,89,2,3,2,4.02
4,90,2,3,2,4
4,91,4,4,-0,3.98
4,92,3,3,1,3.98
4,93,2,4,2,3.97
4,94,3,3,1,3.95
4,95,4,4,-0,3.94
4,96,4,5,-0,3.94
4,97,2,3,2,3.94
4,98,3,4,1,3.92
4,99,4,3,-0,3.91
4,100,2,3,2,3.91
5,1,6,6,0,6
5,2,4,5,2,6
5,3,7,7,-2,5
5,4,6,6,-0,5.67
5,5,3,4,3,5.75
5,6,5,6,0,5.2
5,7,4,4,1,5.17
5,8,4,4,1,5
5,9,8,7,-3,4.88
5,10,3,4,2,5.22
5,11,6,5,-1,5
5,12,4,4,1,5.09
5,13,4,5,1,5
5,14,6,5,-1,4.92
5,15,2,3,3,5
5,16,4,4,1,4.8
5,17,3,4,2,4.75
5,18,6,6,-1,4.65
5,19,4,3,1,4.72
5,20,3,4,2,4.68
5,21,3,4,2,4.6
5,22,4,4,1,4.52
5,23,4,3,0,4.5
5,24,5,5,-1,4.48
5,25,3,3,2,4.5
5,26,4,3,0,4.44
5,27,3,4,1,4.42
5,28,4,4,0,4.37
5,29,5,5,-1,4.36
5,30,5,4,-1,4.38
5,31,5,5,-1,4.4
5,32,4,4,0,4.42
5,33,5,4,-1,4.41
5,34,1,2,3,4.42
5,35,6,5,-2,4.32
5,36,5,5,-1,4.37
5,37,7,6,-3,4.39
5,38,4,4,0,4.46
5,39,4,5,0,4.45
5,40,6,6,-2,4.44
5,41,4,3,0,4.47
5,42,2,3,2,4.46
5,43,4,4,0,4.4
5,44,3,4,1,4.4
5,45,3,3,1,4.36
5,46,7,5,-3,4.33
5,47,3,5,1,4.39
5,48,4,4,0,4.36
5,49,4,3,0,4.35
5,50,7,5,-3,4.35
5,51,4,4,0,4.4
5,52,5,5,-1,4.39
5,53,6,7,-2,4.4
5,54,3,4,1,4.43
5,55,4,4,0,4.41
5,56,4,5,0,4.4
5,57,6,6,-2,4.39
5,58,5,4,-1,4.42
5,59,5,5,-1,4.43
5,60,3,3,1,4.44
5,61,5,5,-1,4.42
5,62,3,3,1,4.43
5,63,6,4,-2,4.4
5,64,5,5,-1,4.43
5,65,6,6,-2,4.44
5,66,2,3,2,4.46
5,67,2,3,2,4.42
5,68,4,4,0,4.39
5,69,6,5,-2,4.38
5,70,4,4,0,4.41
5,71,4,4,0,4.4
5,72,2,2,2,4.39
5,73,5,6,-1,4.36
5,74,3,3,1,4.37
5,75,4,5,0,4.35
5,76,3,3,1,4.35
5,77,4,5,0,4.33
5,78,6,5,-2,4.32
5,79,5,4,-1,4.35
5,80,3,3,1,4.35
5,81,3,3,1,4.34
5,82,5,4,-1,4.32
5,83,5,5,-1,4.33
5,84,3,4,1,4.34
5,85,6,5,-2,4.32
5,86,4,4,0,4.34
5,87,4,4,0,4.34
5,88,5,5,-1,4.33
5,89,3,3,1,4.34
5,90,8,5,-3,4.33
5,91,5,5,-1,4.37
5,92,2,3,2,4.37
5,93,3,3,1,4.35
5,94,5,5,-1,4.33
5,95,4,4,0,4.34
5,96,4,4,0,4.34
5,97,2,4,2,4.33
5,98,4,4,0,4.31
5,99,6,5,-2,4.31
5,100,5,5,-1,4.32
6,1,6,6,0,6
6,2,7,7,-1,6
6,3,7,6,-0,6.5
6,4,5,6,2,6.67
6,5,6,6,0,6.25
6,6,6,6,0,6.2
6,7,6,7,0,6.17
6,8,4,5,2,6.14
6,9,6,6,-0,5.88
6,10,8,7,-2,5.89
6,11,5,5,1,6.1
6,12,5,6,1,6
6,13,6,6,-0,5.92
6,14,5,5,1,5.92
6,15,6,6,-0,5.86
6,16,6,6,-0,5.87
6,17,6,6,-0,5.88
6,18,7,7,-1,5.88
6,19,4,3,2,5.94
6,20,6,7,-0,5.84
6,21,6,6,-0,5.85
6,22,7,6,-1,5.86
6,23,6,6,-0,5.91
6,24,5,6,1,5.91
6,25,6,6,-0,5.88
6,26,7,7,-1,5.88
6,27,6,6,-0,5.92
6,28,6,6,-0,5.93
6,29,5,5,1,5.93
6,30,5,5,1,5.9
6,31,5,5,1,5.87
6,32,7,7,-1,5.84
6,33,6,7,-0,5.88
6,34,6,5,-0,5.88
6,35,7,7,-1,5.88
6,36,8,7,-2,5.91
6,37,7,7,-1,5.97
6,38,8,6,-2,6
6,39,5,5,1,6.05
6,40,6,6,0,6.03
6,41,6,6,0,6.03
6,42,5,7,1,6.02
6,43,6,6,0,6
6,44,5,6,1,6
6,45,6,6,-0,5.98
6,46,6,6,-0,5.98
6,47,8,8,-2,5.98
6,48,4,5,2,6.02
6,49,5,6,1,5.98
6,50,5,6,1,5.96
6,51,5,5,1,5.94
6,52,4,5,2,5.92
6,53,8,7,-2,5.88
6,54,5,7,1,5.92
6,55,7,6,-1,5.91
6,56,5,5,1,5.93
6,57,7,6,-1,5.91
6,58,8,7,-2,5.93
6,59,6,6,-0,5.97
6,60,5,5,1,5.97
6,61,4,5,2,5.95
6,62,4,5,2,5.92
6,63,8,7,-2,5.89
6,64,5,5,1,5.92
6,65,5,6,1,5.91
6,66,8,7,-2,5.89
6,67,6,6,-0,5.92
6,68,8,6,-2,5.93
6,69,7,6,-1,5.96
6,70,7,7,-1,5.97
6,71,7,6,-1,5.99
6,72,5,4,1,6
6,73,5,5,1,5.99
6,74,6,6,-0,5.97
6,75,5,5,1,5.97
6,76,4,5,2,5.96
6,77,6,6,-0,5.93
6,78,7,6,-1,5.94
6,79,8,7,-2,5.95
6,80,6,7,-0,5.97
6,81,7,6,-1,5.97
6,82,5,6,1,5.99
6,83,6,6,-0,5.98
6,84,5,6,1,5.98
6,85,8,8,-2,5.96
6,86,7,6,-1,5.99
6,87,8,7,-2,6
6,88,8,6,-2,6.02
6,89,5,5,1,6.05
6,90,6,6,0,6.03
6,91,6,6,0,6.03
6,92,5,6,1,6.03
6,93,8,7,-2,6.02
6,94,6,6,0,6.04
6,95,5,5,1,6.04
6,96,5,5,1,6.03
6,97,8,7,-2,6.02
6,98,7,6,-1,6.04
6,99,7,6,-1,6.05
6,100,4,5,2,6.06
7,1,3,3,0,3
7,2,5,5,-2,3
7,3,5,5,-1,4
7,4,6,5,-2,4.33
7,5,4,4,1,4.75
7,6,5,5,-0,4.6
7,7,4,4,1,4.67
7,8,6,6,-1,4.57
7,9,4,4,1,4.75
7,10,4,5,1,4.67
7,11,5,5,-0,4.6
7,12,5,6,-0,4.64
7,13,3,4,2,4.67
7,14,5,5,-0,4.54
7,15,5,4,-0,4.57
7,16,3,4,2,4.6
7,17,4,5,0,4.5
7,18,6,5,-2,4.47
7,19,3,4,2,4.56
7,20,7,6,-3,4.47
7,21,4,4,1,4.6
7,22,5,5,-0,4.57
7,23,8,6,-3,4.59
7,24,5,4,-0,4.74
7,25,5,5,-0,4.75
7,26,6,5,-1,4.76
7,27,3,4,2,4.81
7,28,4,5,1,4.74
7,29,5,5,-0,4.71
7,30,6,6,-1,4.72
7,31,4,4,1,4.77
7,32,4,5,1,4.74
7,33,6,5,-1,4.72
7,34,3,5,2,4.76
7,35,4,4,1,4.71
7,36,5,4,-0,4.69
7,37,4,4,1,4.69
7,38,3,4,2,4.68
7,39,4,5,1,4.63
7,40,6,5,-1,4.62
7,41,6,5,-1,4.65
7,42,3,4,2,4.68
7,43,4,4,1,4.64
7,44,3,5,2,4.63
7,45,4,3,1,4.59
7,46,5,4,-0,4.58
7,47,3,4,2,4.59
7,48,2,2,3,4.55
7,49,3,4,2,4.5
7,50,3,4,1,4.47
7,51,5,4,-1,4.44
7,52,5,4,-1,4.45
7,53,5,4,-1,4.46
7,54,5,4,-1,4.47
7,55,4,5,0,4.48
7,56,3,3,1,4.47
7,57,4,3,0,4.45
7,58,5,4,-1,4.44
7,59,6,5,-2,4.45
7,60,7,6,-3,4.47
7,61,5,5,-0,4.52
7,62,6,5,-1,4.52
7,63,3,3,2,4.55
7,64,0,2,3,4.52
7,65,4,4,0,4.45
7,66,5,5,-1,4.45
7,67,4,4,0,4.45
7,68,6,6,-2,4.45
7,69,5,5,-1,4.47
7,70,4,5,0,4.48
7,71,4,4,0,4.47
7,72,4,4,0,4.46
7,73,5,5,-1,4.46
7,74,4,5,0,4.47
7,75,4,4,0,4.46
7,76,4,4,0,4.45
7,77,4,3,0,4.45
7,78,4,5,0,4.44
7,79,4,4,0,4.44
7,80,5,5,-1,4.43
7,81,5,4,-1,4.44
7,82,5,5,-1,4.44
7,83,6,5,-2,4.45
7,84,4,4,0,4.47
7,85,7,6,-3,4.46
7,86,7,5,-3,4.49
7,87,3,3,2,4.52
7,88,5,5,-0,4.51
7,89,6,5,-1,4.51
7,90,4,4,1,4.53
7,91,6,5,-1,4.52
7,92,4,5,1,4.54
7,93,4,5,1,4.53
7,94,3,4,2,4.53
7,95,5,4,-0,4.51
7,96,3,5,2,4.52
7,97,3,3,2,4.5
7,98,4,5,0,4.48
7,99,5,4,-1,4.48
7,100,4,5,0,4.48
8,1,2,2,0,2
8,2,1,2,1,2
8,3,3,3,-2,1.5
8,4,4,3,-2,2
8,5,2,3,0,2.5
8,6,3,2,-1,2.4
8,7,3,3,-0,2.5
8,8,1,2,2,2.57
8,9,0,1,2,2.38
8,10,3,3,-1,2.11
8,11,2,2,0,2.2
8,12,3,3,-1,2.18
8,13,2,2,0,2.25
8,14,3,2,-1,2.23
8,15,3,2,-1,2.29
8,16,2,3,0,2.33
8,17,2,2,0,2.31
8,18,3,2,-1,2.29
8,19,3,2,-1,2.33
8,20,3,3,-1,2.37
8,21,2,2,0,2.4
8,22,3,2,-1,2.38
8,23,1,2,1,2.41
8,24,4,3,-2,2.35
8,25,3,3,-1,2.42
8,26,3,3,-1,2.44
8,27,4,2,-2,2.46
8,28,4,4,-1,2.52
8,29,3,3,-0,2.57
8,30,1,2,2,2.59
8,31,2,3,1,2.53
8,32,4,2,-1,2.52
8,33,4,3,-1,2.56
8,34,3,2,-0,2.61
8,35,1,1,2,2.62
8,36,5,5,-2,2.57
8,37,2,3,1,2.64
8,38,1,2,2,2.62
8,39,2,3,1,2.58
8,40,4,2,-1,2.56
8,41,4,2,-1,2.6
8,42,5,3,-2,2.63
8,43,1,2,2,2.69
8,44,2,3,1,2.65
8,45,1,1,2,2.64
8,46,3,3,-0,2.6
8,47,2,3,1,2.61
8,48,1,2,2,2.6
8,49,1,3,2,2.56
8,50,3,3,-0,2.53
8,51,3,3,-0,2.54
8,52,2,2,1,2.55
8,53,3,3,-0,2.54
8,54,3,3,-0,2.55
8,55,2,2,1,2.56
8,56,2,2,1,2.55
8,57,2,2,1,2.54
8,58,0,1,3,2.53
8,59,1,2,1,2.48
8,60,2,4,0,2.46
8,61,3,3,-1,2.45
8,62,4,3,-2,2.46
8,63,2,2,0,2.48
8,64,1,1,1,2.48
8,65,3,2,-1,2.45
8,66,5,4,-3,2.46
8,67,2,2,0,2.5
8,68,3,2,-1,2.49
8,69,3,2,-0,2.5
8,70,3,3,-0,2.51
8,71,2,2,1,2.51
8,72,2,3,1,2.51
8,73,1,2,2,2.5
8,74,2,2,0,2.48
8,75,2,2,0,2.47
8,76,4,3,-2,2.47
8,77,3,4,-1,2.49
8,78,0,0,2,2.49
8,79,3,3,-1,2.46
8,80,5,3,-3,2.47
8,81,3,2,-0,2.5
8,82,3,3,-0,2.51
8,83,4,4,-1,2.51
8,84,3,3,-0,2.53
8,85,2,3,1,2.54
8,86,1,2,2,2.53
8,87,2,2,1,2.51
8,88,3,3,-0,2.51
8,89,4,4,-1,2.51
8,90,4,3,-1,2.53
8,91,4,3,-1,2.54
8,92,3,3,-0,2.56
8,93,3,3,-0,2.57
8,94,1,2,2,2.57
8,95,3,3,-0,2.55
8,96,4,5,-1,2.56
8,97,5,4,-2,2.57
8,98,2,2,1,2.6
8,99,1,2,2,2.59
8,100,3,2,-0,2.58
9,1,3,3,0,3
9,2,3,3,0,3
9,3,4,3,-1,3
9,4,4,4,-1,3.33
9,5,3,2,0,3.5
9,6,4,4,-1,3.4
9,7,4,3,-0,3.5
9,8,1,3,3,3.57
9,9,2,2,1,3.25
9,10,5,4,-2,3.11
9,11,3,4,0,3.3
9,12,1,2,2,3.27
9,13,3,3,0,3.08
9,14,4,4,-1,3.08
9,15,4,3,-1,3.14
9,16,3,2,0,3.2
9,17,3,3,0,3.19
9,18,2,2,1,3.18
9,19,3,3,0,3.11
9,20,3,3,0,3.11
9,21,4,4,-1,3.1
9,22,4,3,-1,3.14
9,23,3,4,0,3.18
9,24,3,3,0,3.17
9,25,6,5,-3,3.17
9,26,4,4,-1,3.28
9,27,5,3,-2,3.31
9,28,3,3,0,3.37
9,29,4,3,-1,3.36
9,30,6,4,-3,3.38
9,31,3,3,0,3.47
9,32,2,3,1,3.45
9,33,5,4,-2,3.41
9,34,4,4,-1,3.45
9,35,3,3,0,3.47
9,36,2,3,1,3.46
9,37,3,5,0,3.42
9,38,4,4,-1,3.41
9,39,2,3,1,3.42
9,40,4,4,-1,3.38
9,41,3,4,0,3.4
9,42,4,3,-1,3.39
9,43,5,4,-2,3.4
9,44,2,3,1,3.44
9,45,4,4,-1,3.41
9,46,3,4,0,3.42
9,47,5,4,-2,3.41
9,48,4,4,-1,3.45
9,49,1,2,2,3.46
9,50,1,3,2,3.41
9,51,3,3,0,3.36
9,52,2,3,1,3.35
9,53,5,4,-2,3.33
9,54,4,3,-1,3.36
9,55,3,3,0,3.37
9,56,3,4,0,3.36
9,57,3,3,0,3.36
9,58,1,2,2,3.35
9,59,2,2,1,3.31
9,60,4,4,-1,3.29
9,61,1,2,2,3.3
9,62,1,2,2,3.26
9,63,4,4,-1,3.23
9,64,2,1,1,3.24
9,65,4,4,-1,3.22
9,66,6,5,-3,3.23
9,67,3,3,0,3.27
9,68,3,3,0,3.27
9,69,1,2,2,3.26
9,70,4,3,-1,3.23
9,71,3,3,0,3.24
9,72,1,2,2,3.24
9,73,2,2,1,3.21
9,74,4,4,-1,3.19
9,75,3,3,0,3.2
9,76,3,4,0,3.2
9,77,3,3,0,3.2
9,78,3,3,0,3.19
9,79,3,4,0,3.19
9,80,3,3,0,3.19
9,81,4,3,-1,3.19
9,82,2,3,1,3.2
9,83,4,4,-1,3.18
9,84,2,3,1,3.19
9,85,4,4,-1,3.18
9,86,3,4,0,3.19
9,87,1,3,2,3.19
9,88,2,2,1,3.16
9,89,4,4,-1,3.15
9,90,2,2,1,3.16
9,91,3,3,0,3.14
9,92,3,3,0,3.14
9,93,4,4,-1,3.14
9,94,4,3,-1,3.15
9,95,3,3,0,3.16
9,96,2,2,1,3.16
9,97,3,3,0,3.15
9,98,2,3,1,3.14
9,99,1,2,2,3.13
9,100,3,2,0,3.11
10,1,4,4,0,4
10,2,4,3,0,4
10,3,1,2,3,4
10,4,4,4,-1,3
10,5,5,5,-2,3.25
10,6,6,5,-2,3.6
10,7,3,5,1,4
10,8,4,4,-0,3.86
10,9,4,4,-0,3.88
10,10,3,3,1,3.89
10,11,2,3,2,3.8
10,12,3,3,1,3.64
10,13,2,3,2,3.58
10,14,5,4,-2,3.46
10,15,4,3,-0,3.57
10,16,1,2,3,3.6
10,17,3,3,0,3.44
10,18,4,4,-1,3.41
10,19,3,4,0,3.44
10,20,4,3,-1,3.42
10,21,3,3,0,3.45
10,22,5,4,-2,3.43
10,23,4,4,-0,3.5
10,24,4,4,-0,3.52
10,25,4,5,-0,3.54
10,26,2,2,2,3.56
10,27,4,4,-0,3.5
10,28,5,4,-1,3.52
10,29,4,4,-0,3.57
10,30,3,2,1,3.59
10,31,3,3,1,3.57
10,32,5,4,-1,3.55
10,33,4,4,-0,3.59
10,34,4,4,-0,3.61
10,35,7,5,-3,3.62
10,36,5,4,-1,3.71
10,37,4,4,-0,3.75
10,38,4,4,-0,3.76
10,39,3,3,1,3.76
10,40,2,3,2,3.74
10,41,4,4,-0,3.7
10,42,2,2,2,3.71
10,43,2,3,2,3.67
10,44,2,3,2,3.63
10,45,4,5,-0,3.59
10,46,3,3,1,3.6
10,47,4,5,-0,3.59
10,48,3,4,1,3.6
10,49,3,2,1,3.58
10,50,1,3,3,3.57
10,51,5,4,-1,3.52
10,52,3,3,1,3.55
10,53,4,5,-0,3.54
10,54,5,5,-1,3.55
10,55,3,4,1,3.57
10,56,2,3,2,3.56
10,57,3,3,1,3.54
10,58,5,4,-1,3.53
10,59,5,5,-1,3.55
10,60,2,2,2,3.58
10,61,4,3,-0,3.55
10,62,3,3,1,3.56
10,63,3,3,1,3.55
10,64,3,3,1,3.54
10,65,6,5,-2,3.53
10,66,2,3,2,3.57
10,67,3,3,1,3.55
10,68,4,4,-0,3.54
10,69,3,3,1,3.54
10,70,4,3,-0,3.54
10,71,4,4,-0,3.54
