FaceID,ParticipantID,FirstRating,SecondRating,GroupTrustMean,Feedback,agent_type
1,81,6,6,3,-2,Socially-Influenced
1,82,3,5,3,1,Socially-Influenced
1,83,4,6,3,0,Socially-Influenced
1,84,5,3,3,-1,Socially-Influenced
1,85,6,6,3,-2,Socially-Influenced
1,86,4,5,3,0,Socially-Influenced
1,87,4,2,3,0,Socially-Influenced
1,88,2,4,3,2,Socially-Influenced
1,89,4,6,3,0,Socially-Influenced
1,90,3,6,3,1,Socially-Influenced
1,91,6,3,3,-2,Socially-Influenced
1,92,6,6,3,-2,Socially-Influenced
1,93,4,6,3,0,Socially-Influenced
1,94,5,5,3,-1,Socially-Influenced
1,95,6,3,3,-2,Socially-Influenced
1,96,7,7,3,-3,Socially-Influenced
1,97,3,1,3,1,Socially-Influenced
1,98,5,5,3,-1,Socially-Influenced
1,99,3,2,3,1,Socially-Influenced
1,100,4,4,3,0,Socially-Influenced
1,101,5,6,3,-1,Socially-Influenced
1,102,4,3,3,0,Socially-Influenced
1,103,5,4,3,-1,Socially-Influenced
1,104,3,4,3,1,Socially-Influenced
1,105,4,3,3,0,Socially-Influenced
1,106,3,2,3,1,Socially-Influenced
1,107,4,4,3,0,Socially-Influenced
1,108,5,4,3,-1,Socially-Influenced
1,109,4,4,3,0,Socially-Influenced
1,110,6,6,3,-2,Socially-Influenced
1,111,4,4,3,0,Socially-Influenced
1,112,4,5,3,0,Socially-Influenced
1,113,3,4,3,1,Socially-Influenced
1,114,4,5,3,0,Socially-Influenced
1,115,4,5,3,0,Socially-Influenced
1,116,5,5,3,-1,Socially-Influenced
1,117,5,6,3,-1,Socially-Influenced
1,118,4,4,3,0,Socially-Influenced
1,119,7,8,3,-3,Socially-Influenced
1,120,4,4,3,0,Socially-Influenced
1,121,6,2,3,-2,Socially-Influenced
1,122,5,3,3,-1,Socially-Influenced
1,123,2,5,3,2,Socially-Influenced
1,124,5,4,3,-1,Socially-Influenced
1,125,6,3,3,-2,Socially-Influenced
1,126,4,2,3,0,Socially-Influenced
1,127,3,4,3,1,Socially-Influenced
1,128,5,5,3,-1,Socially-Influenced
1,129,5,2,3,-1,Socially-Influenced
1,130,3,3,3,1,Socially-Influenced
1,131,4,3,3,0,Socially-Influenced
1,132,3,2,3,1,Socially-Influenced
1,133,6,5,3,-2,Socially-Influenced
1,134,3,2,3,1,Socially-Influenced
1,135,6,7,3,-2,Socially-Influenced
1,136,4,5,3,0,Socially-Influenced
1,137,5,3,3,-1,Socially-Influenced
1,138,4,3,3,0,Socially-Influenced
1,139,3,2,3,1,Socially-Influenced
1,140,5,4,3,-1,Socially-Influenced
1,141,4,4,3,0,Socially-Influenced
1,142,4,5,3,0,Socially-Influenced
1,143,4,3,3,0,Socially-Influenced
1,144,4,5,3,0,Socially-Influenced
1,145,5,6,3,-1,Socially-Influenced
1,146,4,6,3,0,Socially-Influenced
1,147,6,6,3,-2,Socially-Influenced
1,148,6,4,3,-2,Socially-Influenced
1,149,5,7,3,-1,Socially-Influenced
1,150,4,5,3,0,Socially-Influenced
1,151,5,5,3,-1,Socially-Influenced
1,152,4,2,3,0,Socially-Influenced
1,153,3,2,3,1,Socially-Influenced
1,154,4,3,3,0,Socially-Influenced
1,155,5,4,3,-1,Socially-Influenced
1,156,4,5,3,0,Socially-Influenced
1,157,4,7,3,0,Socially-Influenced
1,158,3,4,3,1,Socially-Influenced
1,159,3,5,3,1,Socially-Influenced
1,160,4,4,3,0,Socially-Influenced
1,161,4,3,3,0,Socially-Influenced
1,162,4,8,3,0,Socially-Influenced
1,163,5,4,3,-1,Socially-Influenced
1,164,3,3,3,1,Socially-Influenced
1,165,4,2,3,0,Socially-Influenced
1,166,4,4,3,0,Socially-Influenced
1,167,7,4,3,-3,Socially-Influenced
1,168,5,3,3,-1,Socially-Influenced
1,169,3,5,3,1,Socially-Influenced
1,170,3,1,3,1,Socially-Influenced
1,171,2,2,3,2,Socially-Influenced
1,172,5,1,3,-1,Socially-Influenced
1,173,3,6,3,1,Socially-Influenced
1,174,3,5,3,1,Socially-Influenced
1,175,6,6,3,-2,Socially-Influenced
1,176,4,2,3,0,Socially-Influenced
1,177,4,3,3,0,Socially-Influenced
1,178,4,2,3,0,Socially-Influenced
1,179,4,3,3,0,Socially-Influenced
1,180,4,7,3,0,Socially-Influenced
1,181,3,4,3,1,Socially-Influenced
1,182,5,7,3,-1,Socially-Influenced
1,183,6,4,3,-2,Socially-Influenced
1,184,4,3,3,0,Socially-Influenced
1,185,2,4,3,2,Socially-Influenced
1,186,4,8,3,0,Socially-Influenced
1,187,3,5,3,1,Socially-Influenced
1,188,3,4,3,1,Socially-Influenced
1,189,4,3,3,0,Socially-Influenced
1,190,6,5,3,-2,Socially-Influenced
1,191,3,3,3,1,Socially-Influenced
1,192,4,6,3,0,Socially-Influenced
1,193,4,3,3,0,Socially-Influenced
1,194,7,7,3,-3,Socially-Influenced
1,195,7,5,3,-3,Socially-Influenced
1,196,5,6,3,-1,Socially-Influenced
1,197,4,4,3,0,Socially-Influenced
1,198,6,3,3,-2,Socially-Influenced
1,199,7,6,3,-3,Socially-Influenced
1,200,6,6,3,-2,Socially-Influenced
1,201,5,5,3,-1,Socially-Influenced
1,202,6,3,3,-2,Socially-Influenced
1,203,3,2,3,1,Socially-Influenced
1,204,5,4,3,-1,Socially-Influenced
1,205,1,2,3,3,Socially-Influenced
1,206,5,5,3,-1,Socially-Influenced
1,207,4,4,3,0,Socially-Influenced
1,208,6,5,3,-2,Socially-Influenced
1,209,3,4,3,1,Socially-Influenced
1,210,3,4,3,1,Socially-Influenced
1,211,4,4,3,0,Socially-Influenced
1,212,5,5,3,-1,Socially-Influenced
1,213,3,5,3,1,Socially-Influenced
1,214,6,7,3,-2,Socially-Influenced
1,215,3,5,3,1,Socially-Influenced
1,216,3,5,3,1,Socially-Influenced
1,217,3,4,3,1,Socially-Influenced
1,218,4,5,3,0,Socially-Influenced
1,219,4,4,3,0,Socially-Influenced
1,220,6,4,3,-2,Socially-Influenced
1,221,2,1,3,2,Socially-Influenced
1,222,5,4,3,-1,Socially-Influenced
1,223,5,2,3,-1,Socially-Influenced
1,224,5,4,3,-1,Socially-Influenced
1,225,3,1,3,1,Socially-Influenced
1,226,7,4,3,-3,Socially-Influenced
1,227,4,3,3,0,Socially-Influenced
1,228,5,5,3,-1,Socially-Influenced
1,229,5,1,3,-1,Socially-Influenced
1,230,3,4,3,1,Socially-Influenced
1,231,5,5,3,-1,Socially-Influenced
1,232,7,5,3,-3,Socially-Influenced
1,233,2,5,3,2,Socially-Influenced
1,234,4,3,3,0,Socially-Influenced
1,235,3,3,3,1,Socially-Influenced
1,236,1,5,3,3,Socially-Influenced
1,237,4,4,3,0,Socially-Influenced
1,238,5,3,3,-1,Socially-Influenced
1,239,6,6,3,-2,Socially-Influenced
1,240,3,4,3,1,Socially-Influenced
1,241,4,6,3,0,Socially-Influenced
1,242,5,2,3,-1,Socially-Influenced
1,243,5,3,3,-1,Socially-Influenced
1,244,3,5,3,1,Socially-Influenced
1,245,4,7,3,0,Socially-Influenced
1,246,5,5,3,-1,Socially-Influenced
1,247,4,5,3,0,Socially-Influenced
1,248,3,2,3,1,Socially-Influenced
1,249,5,5,3,-1,Socially-Influenced
1,250,5,4,3,-1,Socially-Influenced
1,251,3,1,3,1,Socially-Influenced
1,252,6,3,3,-2,Socially-Influenced
1,253,5,8,3,-1,Socially-Influenced
1,254,6,7,3,-2,Socially-Influenced
1,255,7,5,3,-3,Socially-Influenced
1,256,2,3,3,2,Socially-Influenced
1,257,3,6,3,1,Socially-Influenced
1,258,4,1,3,0,Socially-Influenced
1,259,4,6,3,0,Socially-Influenced
1,260,3,5,3,1,Socially-Influenced
1,261,7,2,3,-3,Socially-Influenced
1,262,5,6,3,-1,Socially-Influenced
1,263,6,6,3,-2,Socially-Influenced
1,264,5,4,3,-1,Socially-Influenced
1,265,4,3,3,0,Socially-Influenced
1,266,7,8,3,-3,Socially-Influenced
1,267,5,5,3,-1,Socially-Influenced
1,268,2,3,3,2,Socially-Influenced
1,269,4,3,3,0,Socially-Influenced
1,270,4,3,3,0,Socially-Influenced
1,271,6,6,3,-2,Socially-Influenced
1,272,5,3,3,-1,Socially-Influenced
1,273,4,4,3,0,Socially-Influenced
1,274,6,5,3,-2,Socially-Influenced
1,275,2,2,3,2,Socially-Influenced
1,276,3,4,3,1,Socially-Influenced
1,277,2,3,3,2,Socially-Influenced
1,278,4,3,3,0,Socially-Influenced
1,279,6,5,3,-2,Socially-Influenced
1,280,4,2,3,0,Socially-Influenced
1,281,3,4,3,1,Socially-Influenced
1,282,2,3,3,2,Socially-Influenced
1,283,7,7,3,-3,Socially-Influenced
1,284,4,4,3,0,Socially-Influenced
1,285,3,4,3,1,Socially-Influenced
1,286,5,7,3,-1,Socially-Influenced
1,287,5,3,3,-1,Socially-Influenced
1,288,1,2,3,3,Socially-Influenced
1,289,7,6,3,-3,Socially-Influenced
1,290,4,4,3,0,Socially-Influenced
1,291,3,1,3,1,Socially-Influenced
1,292,4,7,3,0,Socially-Influenced
1,293,3,3,3,1,Socially-Influenced
1,294,4,4,3,0,Socially-Influenced
1,295,3,4,3,1,Socially-Influenced
1,296,4,3,3,0,Socially-Influenced
1,297,3,1,3,1,Socially-Influenced
1,298,2,4,3,2,Socially-Influenced
1,299,3,3,3,1,Socially-Influenced
1,300,5,3,3,-1,Socially-Influenced
1,301,4,3,3,0,Socially-Influenced
1,302,4,3,3,0,Socially-Influenced
1,303,3,3,3,1,Socially-Influenced
1,304,5,2,3,-1,Socially-Influenced
1,305,3,2,3,1,Socially-Influenced
1,306,5,6,3,-1,Socially-Influenced
1,307,3,3,3,1,Socially-Influenced
1,308,6,7,3,-2,Socially-Influenced
1,309,5,5,3,-1,Socially-Influenced
1,310,4,6,3,0,Socially-Influenced
1,311,5,5,3,-1,Socially-Influenced
1,312,4,7,3,0,Socially-Influenced
1,313,4,4,3,0,Socially-Influenced
1,314,5,4,3,-1,Socially-Influenced
1,315,5,8,3,-1,Socially-Influenced
1,316,6,3,3,-2,Socially-Influenced
1,317,7,7,3,-3,Socially-Influenced
1,318,4,5,3,0,Socially-Influenced
1,319,7,4,3,-3,Socially-Influenced
1,320,3,7,3,1,Socially-Influenced
1,321,5,4,3,-1,Socially-Influenced
1,322,5,4,3,-1,Socially-Influenced
1,323,5,6,3,-1,Socially-Influenced
1,324,6,3,3,-2,Socially-Influenced
1,325,4,6,3,0,Socially-Influenced
1,326,4,5,3,0,Socially-Influenced
1,327,6,3,3,-2,Socially-Influenced
1,328,5,5,3,-1,Socially-Influenced
1,329,2,2,3,2,Socially-Influenced
1,330,6,6,3,-2,Socially-Influenced
1,331,4,3,3,0,Socially-Influenced
1,332,4,7,3,0,Socially-Influenced
1,333,5,7,3,-1,Socially-Influenced
1,334,4,2,3,0,Socially-Influenced
1,335,5,3,3,-1,Socially-Influenced
1,336,5,5,3,-1,Socially-Influenced
1,337,2,3,3,2,Socially-Influenced
1,338,5,5,3,-1,Socially-Influenced
1,339,3,4,3,1,Socially-Influenced
1,340,1,3,3,3,Socially-Influenced
1,341,4,5,3,0,Socially-Influenced
1,342,2,2,3,2,Socially-Influenced
1,343,5,4,3,-1,Socially-Influenced
1,344,3,5,3,1,Socially-Influenced
1,345,3,3,3,1,Socially-Influenced
1,346,3,6,3,1,Socially-Influenced
1,347,5,3,3,-1,Socially-Influenced
1,348,5,5,3,-1,Socially-Influenced
1,349,2,6,3,2,Socially-Influenced
1,350,5,5,3,-1,Socially-Influenced
1,351,4,2,3,0,Socially-Influenced
1,352,3,5,3,1,Socially-Influenced
1,353,3,5,3,1,Socially-Influenced
1,354,6,3,3,-2,Socially-Influenced
1,355,3,1,3,1,Socially-Influenced
1,356,3,3,3,1,Socially-Influenced
1,357,3,5,3,1,Socially-Influenced
1,358,5,5,3,-1,Socially-Influenced
1,359,6,4,3,-2,Socially-Influenced
1,360,3,4,3,1,Socially-Influenced
1,361,6,6,3,-2,Socially-Influenced
1,362,4,3,3,0,Socially-Influenced
1,363,4,2,3,0,Socially-Influenced
1,364,3,3,3,1,Socially-Influenced
1,365,6,6,3,-2,Socially-Influenced
1,366,5,6,3,-1,Socially-Influenced
1,367,5,4,3,-1,Socially-Influenced
1,368,5,4,3,-1,Socially-Influenced
1,369,1,3,3,3,Socially-Influenced
1,370,4,4,3,0,Socially-Influenced
1,371,3,3,3,1,Socially-Influenced
1,372,6,5,3,-2,Socially-Influenced
1,373,6,5,3,-2,Socially-Influenced
1,374,6,3,3,-2,Socially-Influenced
1,375,3,2,3,1,Socially-Influenced
1,376,3,6,3,1,Socially-Influenced
1,377,4,5,3,0,Socially-Influenced
1,378,5,6,3,-1,Socially-Influenced
1,379,4,2,3,0,Socially-Influenced
1,380,4,5,3,0,Socially-Influenced
1,381,5,5,3,-1,Socially-Influenced
1,382,4,4,3,0,Socially-Influenced
1,383,6,4,3,-2,Socially-Influenced
1,384,4,5,3,0,Socially-Influenced
1,385,8,6,3,-3,Socially-Influenced
1,386,4,3,3,0,Socially-Influenced
1,387,5,7,3,-1,Socially-Influenced
1,388,4,3,3,0,Socially-Influenced
1,389,3,2,3,1,Socially-Influenced
1,390,3,2,3,1,Socially-Influenced
1,391,4,5,3,0,Socially-Influenced
1,392,5,2,3,-1,Socially-Influenced
1,393,2,2,3,2,Socially-Influenced
1,394,7,7,3,-3,Socially-Influenced
1,395,4,2,3,0,Socially-Influenced
1,396,3,2,3,1,Socially-Influenced
1,397,4,4,3,0,Socially-Influenced
1,398,6,6,3,-2,Socially-Influenced
1,399,3,2,3,1,Socially-Influenced
1,400,5,5,3,-1,Socially-Influenced
1,401,6,6,3,-2,Socially-Influenced
1,402,5,4,3,-1,Socially-Influenced
1,403,2,2,3,2,Socially-Influenced
1,404,5,4,3,-1,Socially-Influenced
1,405,2,6,3,2,Socially-Influenced
1,406,5,4,3,-1,Socially-Influenced
1,407,7,3,3,-3,Socially-Influenced
1,408,5,6,3,-1,Socially-Influenced
1,409,7,5,3,-3,Socially-Influenced
1,410,5,4,3,-1,Socially-Influenced
1,411,5,6,3,-1,Socially-Influenced
1,412,3,3,3,1,Socially-Influenced
1,413,5,4,3,-1,Socially-Influenced
1,414,6,7,3,-2,Socially-Influenced
1,415,3,5,3,1,Socially-Influenced
1,416,3,2,3,1,Socially-Influenced
1,417,5,5,3,-1,Socially-Influenced
1,418,5,5,3,-1,Socially-Influenced
1,419,3,3,3,1,Socially-Influenced
1,420,1,4,3,3,Socially-Influenced
1,421,5,4,3,-1,Socially-Influenced
1,422,4,5,3,0,Socially-Influenced
1,423,2,4,3,2,Socially-Influenced
1,424,4,6,3,0,Socially-Influenced
1,425,7,4,3,-3,Socially-Influenced
1,426,5,3,3,-1,Socially-Influenced
1,427,3,4,3,1,Socially-Influenced
1,428,4,4,3,0,Socially-Influenced
1,429,4,3,3,0,Socially-Influenced
1,430,1,3,3,3,Socially-Influenced
1,431,3,1,3,1,Socially-Influenced
1,432,4,2,3,0,Socially-Influenced
1,433,3,3,3,1,Socially-Influenced
1,434,6,6,3,-2,Socially-Influenced
1,435,6,6,3,-2,Socially-Influenced
1,436,5,4,3,-1,Socially-Influenced
1,437,6,2,3,-2,Socially-Influenced
1,438,4,3,3,0,Socially-Influenced
1,439,6,3,3,-2,Socially-Influenced
1,440,4,1,3,0,Socially-Influenced
1,441,3,3,3,1,Socially-Influenced
1,442,6,6,3,-2,Socially-Influenced
1,443,2,2,3,2,Socially-Influenced
1,444,6,3,3,-2,Socially-Influenced
1,445,4,3,3,0,Socially-Influenced
1,446,5,3,3,-1,Socially-Influenced
1,447,5,3,3,-1,Socially-Influenced
1,448,5,6,3,-1,Socially-Influenced
1,449,4,2,3,0,Socially-Influenced
1,450,3,3,3,1,Socially-Influenced
1,451,3,7,3,1,Socially-Influenced
1,452,6,6,3,-2,Socially-Influenced
1,453,3,3,3,1,Socially-Influenced
1,454,3,5,3,1,Socially-Influenced
1,455,3,3,3,1,Socially-Influenced
1,456,4,3,3,0,Socially-Influenced
1,457,3,4,3,1,Socially-Influenced
1,458,3,4,3,1,Socially-Influenced
1,459,4,4,3,0,Socially-Influenced
1,460,4,2,3,0,Socially-Influenced
1,461,5,2,3,-1,Socially-Influenced
1,462,4,5,3,0,Socially-Influenced
1,463,5,5,3,-1,Socially-Influenced
1,464,3,6,3,1,Socially-Influenced
1,465,4,4,3,0,Socially-Influenced
1,466,4,5,3,0,Socially-Influenced
1,467,6,4,3,-2,Socially-Influenced
1,468,5,4,3,-1,Socially-Influenced
1,469,7,7,3,-3,Socially-Influenced
1,470,3,5,3,1,Socially-Influenced
1,471,2,3,3,2,Socially-Influenced
1,472,6,7,3,-2,Socially-Influenced
1,473,3,3,3,1,Socially-Influenced
1,474,2,5,3,2,Socially-Influenced
1,475,4,2,3,0,Socially-Influenced
1,476,5,4,3,-1,Socially-Influenced
1,477,3,4,3,1,Socially-Influenced
1,478,4,6,3,0,Socially-Influenced
1,479,2,4,3,2,Socially-Influenced
1,480,5,6,3,-1,Socially-Influenced
1,481,4,4,3,0,Socially-Influenced
1,482,4,3,3,0,Socially-Influenced
1,483,4,2,3,0,Socially-Influenced
1,484,5,5,3,-1,Socially-Influenced
1,485,4,1,3,0,Socially-Influenced
1,486,6,4,3,-2,Socially-Influenced
1,487,6,4,3,-2,Socially-Influenced
1,488,5,6,3,-1,Socially-Influenced
1,489,3,4,3,1,Socially-Influenced
1,490,4,3,3,0,Socially-Influenced
1,491,5,4,3,-1,Socially-Influenced
1,492,4,3,3,0,Socially-Influenced
1,493,3,5,3,1,Socially-Influenced
1,494,4,4,3,0,Socially-Influenced
1,495,5,3,3,-1,Socially-Influenced
1,496,5,4,3,-1,Socially-Influenced
1,497,6,4,3,-2,Socially-Influenced
1,498,5,5,3,-1,Socially-Influenced
1,499,5,3,3,-1,Socially-Influenced
1,500,3,6,3,1,Socially-Influenced
1,501,6,5,3,-2,Socially-Influenced
1,502,6,4,3,-2,Socially-Influenced
1,503,4,4,3,0,Socially-Influenced
1,504,5,4,3,-1,Socially-Influenced
1,505,4,2,3,0,Socially-Influenced
1,506,4,5,3,0,Socially-Influenced
1,507,4,5,3,0,Socially-Influenced
1,508,6,4,3,-2,Socially-Influenced
1,509,5,3,3,-1,Socially-Influenced
1,510,3,5,3,1,Socially-Influenced
1,511,6,6,3,-2,Socially-Influenced
1,512,3,4,3,1,Socially-Influenced
1,513,4,3,3,0,Socially-Influenced
1,514,4,5,3,0,Socially-Influenced
1,515,4,4,3,0,Socially-Influenced
1,516,3,4,3,1,Socially-Influenced
1,517,7,6,3,-3,Socially-Influenced
1,518,5,2,3,-1,Socially-Influenced
1,519,4,2,3,0,Socially-Influenced
1,520,3,7,3,1,Socially-Influenced
1,521,6,5,3,-2,Socially-Influenced
1,522,5,4,3,-1,Socially-Influenced
1,523,3,6,3,1,Socially-Influenced
1,524,2,2,3,2,Socially-Influenced
1,525,4,5,3,0,Socially-Influenced
1,526,4,5,3,0,Socially-Influenced
1,527,4,4,3,0,Socially-Influenced
1,528,3,2,3,1,Socially-Influenced
1,529,5,5,3,-1,Socially-Influenced
1,530,3,3,3,1,Socially-Influenced
1,531,3,5,3,1,Socially-Influenced
1,532,6,6,3,-2,Socially-Influenced
1,533,2,3,3,2,Socially-Influenced
1,534,2,1,3,2,Socially-Influenced
1,535,5,3,3,-1,Socially-Influenced
1,536,4,4,3,0,Socially-Influenced
1,537,4,7,3,0,Socially-Influenced
1,538,5,4,3,-1,Socially-Influenced
1,539,6,5,3,-2,Socially-Influenced
1,540,4,4,3,0,Socially-Influenced
1,541,5,2,3,-1,Socially-Influenced
1,542,3,4,3,1,Socially-Influenced
1,543,4,3,3,0,Socially-Influenced
1,544,4,4,3,0,Socially-Influenced
1,545,2,6,3,2,Socially-Influenced
1,546,4,3,3,0,Socially-Influenced
1,547,5,6,3,-1,Socially-Influenced
1,548,6,6,3,-2,Socially-Influenced
1,549,4,3,3,0,Socially-Influenced
1,550,5,3,3,-1,Socially-Influenced
1,551,6,6,3,-2,Socially-Influenced
1,552,2,3,3,2,Socially-Influenced
1,553,7,7,3,-3,Socially-Influenced
1,554,1,2,3,3,Socially-Influenced
1,555,6,4,3,-2,Socially-Influenced
1,556,2,4,3,2,Socially-Influenced
1,557,2,2,3,2,Socially-Influenced
1,558,5,7,3,-1,Socially-Influenced
1,559,5,4,3,-1,Socially-Influenced
1,560,3,3,3,1,Socially-Influenced
1,561,5,5,3,-1,Socially-Influenced
1,562,3,3,3,1,Socially-Influenced
1,563,8,6,3,-3,Socially-Influenced
1,564,4,4,3,0,Socially-Influenced
1,565,4,3,3,0,Socially-Influenced
1,566,3,5,3,1,Socially-Influenced
1,567,4,4,3,0,Socially-Influenced
1,568,4,2,3,0,Socially-Influenced
1,569,5,3,3,-1,Socially-Influenced
1,570,4,4,3,0,Socially-Influenced
1,571,5,5,3,-1,Socially-Influenced
1,572,6,6,3,-2,Socially-Influenced
1,573,7,3,3,-3,Socially-Influenced
1,574,5,5,3,-1,Socially-Influenced
1,575,5,6,3,-1,Socially-Influenced
1,576,5,7,3,-1,Socially-Influenced
1,577,4,4,3,0,Socially-Influenced
1,578,5,3,3,-1,Socially-Influenced
1,579,2,2,3,2,Socially-Influenced
1,580,3,2,3,1,Socially-Influenced
1,581,3,4,3,1,Socially-Influenced
1,582,2,1,3,2,Socially-Influenced
1,583,4,5,3,0,Socially-Influenced
1,584,4,5,3,0,Socially-Influenced
1,585,4,4,3,0,Socially-Influenced
1,586,3,3,3,1,Socially-Influenced
1,587,4,4,3,0,Socially-Influenced
1,588,2,2,3,2,Socially-Influenced
1,589,5,5,3,-1,Socially-Influenced
1,590,4,6,3,0,Socially-Influenced
1,591,5,2,3,-1,Socially-Influenced
1,592,5,1,3,-1,Socially-Influenced
1,593,3,2,3,1,Socially-Influenced
1,594,5,4,3,-1,Socially-Influenced
1,595,5,7,3,-1,Socially-Influenced
1,596,5,4,3,-1,Socially-Influenced
1,597,6,4,3,-2,Socially-Influenced
1,598,1,4,3,3,Socially-Influenced
1,599,4,3,3,0,Socially-Influenced
1,600,4,4,3,0,Socially-Influenced
1,601,3,3,3,1,Socially-Influenced
1,602,2,1,3,2,Socially-Influenced
1,603,3,2,3,1,Socially-Influenced
1,604,3,4,3,1,Socially-Influenced
1,605,3,6,3,1,Socially-Influenced
1,606,4,1,3,0,Socially-Influenced
1,607,2,2,3,2,Socially-Influenced
1,608,6,5,3,-2,Socially-Influenced
1,609,6,2,3,-2,Socially-Influenced
1,610,3,6,3,1,Socially-Influenced
1,611,3,2,3,1,Socially-Influenced
1,612,3,6,3,1,Socially-Influenced
1,613,4,6,3,0,Socially-Influenced
1,614,5,5,3,-1,Socially-Influenced
1,615,7,5,3,-3,Socially-Influenced
1,616,4,3,3,0,Socially-Influenced
1,617,1,3,3,3,Socially-Influenced
1,618,6,1,3,-2,Socially-Influenced
1,619,2,5,3,2,Socially-Influenced
1,620,5,6,3,-1,Socially-Influenced
1,621,5,4,3,-1,Socially-Influenced
1,622,4,4,3,0,Socially-Influenced
1,623,6,3,3,-2,Socially-Influenced
1,624,4,1,3,0,Socially-Influenced
1,625,3,5,3,1,Socially-Influenced
1,626,6,6,3,-2,Socially-Influenced
1,627,4,2,3,0,Socially-Influenced
1,628,5,5,3,-1,Socially-Influenced
1,629,3,6,3,1,Socially-Influenced
1,630,4,2,3,0,Socially-Influenced
1,631,2,4,3,2,Socially-Influenced
1,632,4,6,3,0,Socially-Influenced
1,633,5,3,3,-1,Socially-Influenced
1,634,5,4,3,-1,Socially-Influenced
1,635,6,3,3,-2,Socially-Influenced
1,636,6,3,3,-2,Socially-Influenced
1,637,4,7,3,0,Socially-Influenced
1,638,5,2,3,-1,Socially-Influenced
1,639,4,4,3,0,Socially-Influenced
1,640,2,3,3,2,Socially-Influenced
1,641,5,6,3,-1,Socially-Influenced
1,642,4,6,3,0,Socially-Influenced
1,643,2,5,3,2,Socially-Influenced
1,644,4,2,3,0,Socially-Influenced
1,645,5,5,3,-1,Socially-Influenced
1,646,4,2,3,0,Socially-Influenced
1,647,5,6,3,-1,Socially-Influenced
1,648,3,2,3,1,Socially-Influenced
1,649,7,4,3,-3,Socially-Influenced
